gene_id,gene_name,gene_type,chrom,start,end,strand
ENSG00000235292.2,AL109838.1,lncRNA,chr20,12243308,12318221,-
ENSG00000230437.1,AL136460.1,lncRNA,chr20,12305613,12316485,-
ENSG00000233048.1,LINC01722,lncRNA,chr20,12865202,12952519,-
ENSG00000269931.2,AL078623.1,lncRNA,chr20,12934877,12937097,-
ENSG00000286087.1,AL133331.1,lncRNA,chr20,12936262,12940902,+
ENSG00000234265.2,LINC01723,lncRNA,chr20,12950288,13008417,+
ENSG00000226263.1,ISM1-AS1,lncRNA,chr20,13237801,13239674,-
ENSG00000225956.1,AL050320.1,lncRNA,chr20,13244064,13245369,-
ENSG00000278153.1,AL121782.1,lncRNA,chr20,13368291,13368703,-
ENSG00000287062.1,AL121582.1,lncRNA,chr20,14522081,14523314,-
ENSG00000227927.2,MACROD2-IT1,lncRNA,chr20,14554384,14636524,+
ENSG00000235914.2,MACROD2-AS1,lncRNA,chr20,14884250,14929528,-
ENSG00000237832.1,AL138808.1,lncRNA,chr20,14933843,14935363,-
ENSG00000225181.1,AL121584.1,lncRNA,chr20,15552157,15552885,-
ENSG00000286546.1,AL079338.1,lncRNA,chr20,15892355,15985876,-
ENSG00000287410.1,AL161941.1,lncRNA,chr20,16177933,16259603,-
ENSG00000273998.1,AL049794.1,lncRNA,chr20,16576068,16579615,+
ENSG00000275728.1,AL049794.2,lncRNA,chr20,16580258,16580622,+
ENSG00000228809.2,AL034428.1,lncRNA,chr20,16714844,16730948,-
ENSG00000236985.1,AL121892.1,lncRNA,chr20,16857962,16864148,-
ENSG00000286571.1,AL359511.2,lncRNA,chr20,17216779,17221913,-
ENSG00000287241.1,AL359511.3,lncRNA,chr20,17222851,17226146,-
ENSG00000277373.1,AL132765.2,lncRNA,chr20,17565501,17565851,-
ENSG00000233625.1,AL035045.1,lncRNA,chr20,17887363,17888160,-
ENSG00000229262.1,AL160411.1,lncRNA,chr20,18059493,18071008,+
ENSG00000287954.1,AL049646.2,lncRNA,chr20,18270630,18271069,-
ENSG00000230010.2,AL049646.1,lncRNA,chr20,18289343,18359300,-
ENSG00000237259.1,ZNF133-AS1,lncRNA,chr20,18313765,18315111,-
ENSG00000237282.3,LINC00851,lncRNA,chr20,18379049,18381484,+
ENSG00000233993.1,DTD1-AS1,lncRNA,chr20,18674395,18698709,-
ENSG00000179935.10,LINC00652,lncRNA,chr20,18786065,18794579,-
ENSG00000273148.1,LINC00653,lncRNA,chr20,18794529,18796067,+
ENSG00000149443.7,SCP2D1-AS1,lncRNA,chr20,18809728,18830153,-
ENSG00000274863.1,AL135936.1,lncRNA,chr20,19000709,19056796,-
ENSG00000287430.1,AL136090.2,lncRNA,chr20,19208652,19212164,-
ENSG00000235996.1,AL136090.1,lncRNA,chr20,19212852,19213477,-
ENSG00000179447.2,SLC24A3-AS1,lncRNA,chr20,19242302,19284596,-
ENSG00000232675.7,AL121830.1,lncRNA,chr20,19693209,19697576,-
ENSG00000268628.2,AL121761.1,lncRNA,chr20,19756390,19758037,-
ENSG00000241054.1,AL035454.1,lncRNA,chr20,20094401,20095684,-
ENSG00000225417.1,AL049648.1,lncRNA,chr20,20214299,20215262,-
ENSG00000243810.1,CFAP61-AS1,lncRNA,chr20,20258407,20267809,-
ENSG00000234104.1,AL133465.1,lncRNA,chr20,20970448,20972562,+
ENSG00000225127.3,LINC00237,lncRNA,chr20,21085576,21106514,-
ENSG00000283405.2,AL121759.2,lncRNA,chr20,21089696,21092539,+
ENSG00000228604.3,AL121759.1,lncRNA,chr20,21148741,21162890,-
ENSG00000232712.6,KIZ-AS1,lncRNA,chr20,21154023,21218289,-
ENSG00000275457.1,AL117332.1,lncRNA,chr20,21302731,21303704,-
ENSG00000225280.7,AL158013.1,lncRNA,chr20,21397740,21400391,+
ENSG00000278041.1,AL133325.3,lncRNA,chr20,21499261,21502934,-
ENSG00000258197.1,NKX2-2-AS1,lncRNA,chr20,21511447,21512309,+
ENSG00000233492.2,AL133325.2,lncRNA,chr20,21530122,21535665,+
ENSG00000279082.4,LINC01727,lncRNA,chr20,21569976,21666621,+
ENSG00000280350.1,LINC01726,lncRNA,chr20,21610787,21703585,-
ENSG00000238034.1,AL109807.1,lncRNA,chr20,21947647,21970783,+
ENSG00000234435.3,LINC01432,lncRNA,chr20,22054074,22074654,+
ENSG00000234862.1,AL035258.1,lncRNA,chr20,22220554,22223283,+
ENSG00000225321.2,LINC01427,lncRNA,chr20,22263065,22284029,-
ENSG00000204684.4,AL133464.1,lncRNA,chr20,22371216,22471557,-
ENSG00000259974.3,LINC00261,lncRNA,chr20,22547671,22578642,-
ENSG00000237396.1,LNCNEF,lncRNA,chr20,22587522,22607517,-
ENSG00000230400.3,LINC01747,lncRNA,chr20,22668480,22685344,-
ENSG00000283072.3,AL158175.1,lncRNA,chr20,22684958,22746991,+
ENSG00000230492.1,AL049651.1,lncRNA,chr20,23010209,23030785,-
ENSG00000234646.7,AL049651.2,lncRNA,chr20,23030863,23039241,+
ENSG00000233746.2,LINC00656,lncRNA,chr20,23125068,23132635,-
ENSG00000230387.4,AL118508.1,lncRNA,chr20,23179272,23190419,+
ENSG00000277901.1,AL390037.1,lncRNA,chr20,23320958,23325352,-
ENSG00000234832.1,NXT1-AS1,lncRNA,chr20,23346941,23351486,-
ENSG00000232645.5,LINC01431,lncRNA,chr20,23356594,23358116,-
ENSG00000273838.2,AL096677.1,lncRNA,chr20,23452623,23461207,+
ENSG00000260202.2,AL109954.1,lncRNA,chr20,23481645,23519054,-
ENSG00000276638.1,AL109954.2,lncRNA,chr20,23489416,23489973,-
ENSG00000270001.1,AL121894.2,lncRNA,chr20,23631826,23632316,-
ENSG00000225056.1,AL121894.1,lncRNA,chr20,23655225,23656390,-
ENSG00000286117.2,AL121894.3,lncRNA,chr20,23656151,23674888,+
ENSG00000286270.2,AL591074.2,lncRNA,chr20,23722589,23745524,+
ENSG00000230908.2,AL591074.1,lncRNA,chr20,23798092,23805983,+
ENSG00000230133.2,LINC01721,lncRNA,chr20,24063255,24226013,+
ENSG00000236151.1,AL110503.1,lncRNA,chr20,24142590,24144386,-
ENSG00000232200.2,AL158090.1,lncRNA,chr20,24297585,24318086,-
ENSG00000228539.1,AL157413.1,lncRNA,chr20,24491472,24502345,-
ENSG00000231015.1,AL049594.1,lncRNA,chr20,24679547,24680991,+
ENSG00000274173.1,AL035661.1,lncRNA,chr20,24931840,24932983,+
ENSG00000286444.1,AL035661.2,lncRNA,chr20,24992312,24993322,+
ENSG00000275358.1,AL080312.2,lncRNA,chr20,25062962,25063591,-
ENSG00000230725.6,AL035252.2,lncRNA,chr20,25139652,25149372,-
ENSG00000286472.1,AL035252.5,lncRNA,chr20,25184658,25187849,-
ENSG00000277938.1,AL035252.3,lncRNA,chr20,25229150,25231933,+
ENSG00000274414.1,AL121772.1,lncRNA,chr20,25239007,25245229,-
ENSG00000274507.1,AL121772.2,lncRNA,chr20,25251008,25251304,-
ENSG00000276952.1,AL121772.3,lncRNA,chr20,25284915,25285588,-
ENSG00000213742.7,ZNF337-AS1,lncRNA,chr20,25624045,25689032,+
ENSG00000278383.1,AL031673.1,lncRNA,chr20,25680781,25681246,+
ENSG00000226465.3,AL390198.1,lncRNA,chr20,25697003,25752776,+
ENSG00000175170.16,FAM182B,lncRNA,chr20,25762384,25868225,-
ENSG00000226203.2,LINC01733,lncRNA,chr20,25955795,25969288,+
ENSG00000125804.14,FAM182A,lncRNA,chr20,25985210,26086917,+
ENSG00000231081.1,AL078587.1,lncRNA,chr20,26008791,26010531,-
ENSG00000287569.1,AL078587.2,lncRNA,chr20,26009792,26011243,+
ENSG00000230440.1,AL391119.1,lncRNA,chr20,26132887,26134198,-
ENSG00000287211.1,AL121904.2,lncRNA,chr20,26135983,26188191,+
ENSG00000227195.11,MIR663AHG,lncRNA,chr20,26167817,26251546,-
ENSG00000238129.5,AL121904.1,lncRNA,chr20,26188408,26196891,+
ENSG00000287889.1,FAM242B,lncRNA,chr20,29548661,29559705,+
ENSG00000205611.5,LINC01597,lncRNA,chr20,30278906,30289956,-
ENSG00000286483.1,AL121762.1,lncRNA,chr20,30281837,30282954,+
ENSG00000287288.1,AL121762.2,lncRNA,chr20,30294550,30312480,+
ENSG00000231934.2,FAM242A,lncRNA,chr20,30323367,30362276,-
ENSG00000233354.1,LINC00028,lncRNA,chr20,31485778,31487574,+
ENSG00000274364.1,AL110115.1,lncRNA,chr20,31535263,31535626,+
ENSG00000235313.1,HM13-IT1,lncRNA,chr20,31563166,31564076,+
ENSG00000230613.1,HM13-AS1,lncRNA,chr20,31567707,31573263,-
ENSG00000278276.1,AL110115.2,lncRNA,chr20,31580890,31581214,+
ENSG00000236559.1,BCL2L1-AS1,lncRNA,chr20,31686216,31716825,+
ENSG00000281376.1,ABALON,lncRNA,chr20,31721507,31723409,+
ENSG00000278012.1,AL031658.2,lncRNA,chr20,31970181,31970831,+
ENSG00000226239.2,AL031658.1,lncRNA,chr20,32005671,32031591,-
ENSG00000275576.1,AL049539.1,lncRNA,chr20,32116171,32116629,+
ENSG00000287850.1,AL121897.1,lncRNA,chr20,32275117,32277510,-
ENSG00000277692.1,AL121583.1,lncRNA,chr20,32355053,32355734,+
ENSG00000236772.1,AL034550.1,lncRNA,chr20,32449755,32453607,+
ENSG00000286311.1,AL034550.3,lncRNA,chr20,32485149,32487019,+
ENSG00000277301.1,AL034550.2,lncRNA,chr20,32509959,32520285,+
ENSG00000233293.1,AL133343.2,lncRNA,chr20,32561093,32573888,+
ENSG00000204393.7,NOL4L-DT,lncRNA,chr20,32564992,32608893,+
ENSG00000228156.1,AL133343.1,lncRNA,chr20,32581963,32593900,+
ENSG00000260536.1,AL035071.2,lncRNA,chr20,32843128,32854257,-
ENSG00000260257.2,AL035071.1,lncRNA,chr20,32856621,32858751,+
ENSG00000224876.1,AL121901.1,lncRNA,chr20,33214920,33217067,-
ENSG00000275223.1,AL121906.2,lncRNA,chr20,33655701,33656423,-
ENSG00000271803.1,AL121906.1,lncRNA,chr20,33674517,33675380,+
ENSG00000229188.2,AL050349.1,lncRNA,chr20,33728931,33731828,-
ENSG00000230753.6,ZNF341-AS1,lncRNA,chr20,33787373,33811109,-
ENSG00000285230.2,RALY-AS1,lncRNA,chr20,33980679,33994357,-
ENSG00000228386.2,AL031668.1,lncRNA,chr20,34014969,34017749,-
ENSG00000287853.1,AL031668.2,lncRNA,chr20,34132270,34136485,+
ENSG00000250917.1,AL035458.2,lncRNA,chr20,34234840,34281173,-
ENSG00000272945.1,AL356299.2,lncRNA,chr20,34281632,34286466,-
ENSG00000236388.1,ITCH-AS1,lncRNA,chr20,34441592,34442025,-
ENSG00000231795.1,ITCH-IT1,lncRNA,chr20,34450930,34454552,+
ENSG00000277558.1,AL109923.1,lncRNA,chr20,34476205,34476787,+
ENSG00000286803.1,AL109824.1,lncRNA,chr20,34741401,34807447,+
ENSG00000278367.1,AL356652.1,lncRNA,chr20,35174355,35174919,-
ENSG00000235214.1,FAM83C-AS1,lncRNA,chr20,35285251,35285756,+
ENSG00000204183.3,GDF5-AS1,lncRNA,chr20,35433029,35435450,+
ENSG00000230155.6,CEP250-AS1,lncRNA,chr20,35476203,35490982,-
ENSG00000260032.2,NORAD,lncRNA,chr20,36045618,36051018,-
ENSG00000234139.4,AL035420.1,lncRNA,chr20,36051491,36085703,+
ENSG00000277235.1,AL035420.3,lncRNA,chr20,36064243,36064563,-
ENSG00000237063.1,AL035420.2,lncRNA,chr20,36086252,36088192,-
ENSG00000232406.7,AL121895.1,lncRNA,chr20,36147334,36155760,-
ENSG00000278035.1,AL121895.2,lncRNA,chr20,36233851,36234297,+
ENSG00000232907.8,DLGAP4-AS1,lncRNA,chr20,36507702,36573391,-
ENSG00000269846.1,AL136172.1,lncRNA,chr20,37095785,37097178,+
ENSG00000286240.1,AL034422.1,lncRNA,chr20,37338886,37344109,-
ENSG00000276603.1,AL109614.1,lncRNA,chr20,37526642,37527060,-
ENSG00000274469.2,LINC01746,lncRNA,chr20,37571103,37591493,+
ENSG00000225759.1,LINC00489,lncRNA,chr20,37619298,37623119,-
ENSG00000204117.2,AL162293.1,lncRNA,chr20,37676889,37683234,+
ENSG00000277550.1,AL031651.1,lncRNA,chr20,38103524,38104961,-
ENSG00000277829.1,AL031651.2,lncRNA,chr20,38233251,38233799,-
ENSG00000285144.1,AL359555.3,lncRNA,chr20,38260149,38304332,+
ENSG00000285347.1,AL359555.4,lncRNA,chr20,38260175,38293892,+
ENSG00000285100.1,AL359555.2,lncRNA,chr20,38270778,38274020,+
ENSG00000206249.3,AL359555.1,lncRNA,chr20,38288331,38326536,-
ENSG00000275285.1,AL391095.2,lncRNA,chr20,38378825,38383179,+
ENSG00000224635.2,AL391095.1,lncRNA,chr20,38404893,38416797,-
ENSG00000275401.1,AL391095.3,lncRNA,chr20,38418483,38419202,-
ENSG00000196756.13,SNHG17,lncRNA,chr20,38419638,38435409,-
ENSG00000174365.20,SNHG11,lncRNA,chr20,38446343,38450940,+
ENSG00000274825.1,AL023803.2,lncRNA,chr20,38955910,38956547,+
ENSG00000261431.1,AL023803.1,lncRNA,chr20,38961925,38962111,-
ENSG00000277581.1,AL023803.3,lncRNA,chr20,38962472,38962993,+
ENSG00000230324.1,LINC01734,lncRNA,chr20,39213777,39224748,-
ENSG00000287983.1,AL035251.1,lncRNA,chr20,39231115,39233836,-
ENSG00000286083.1,AL132981.1,lncRNA,chr20,39655325,39663552,-
ENSG00000229976.2,AL118523.1,lncRNA,chr20,39757202,39815097,+
ENSG00000237767.2,LINC01370,lncRNA,chr20,40004216,40011323,+
ENSG00000233415.1,AL133419.1,lncRNA,chr20,40031585,40043889,+
ENSG00000223410.1,AL009050.1,lncRNA,chr20,40121041,40126357,+
ENSG00000229771.2,AL035665.1,lncRNA,chr20,40696499,40698616,-
ENSG00000286972.1,AL035665.2,lncRNA,chr20,40717257,40758636,+
ENSG00000226648.2,PLCG1-AS1,lncRNA,chr20,41098019,41138003,-
ENSG00000273951.1,AL031667.3,lncRNA,chr20,41485571,41486225,-
ENSG00000225458.1,AL049812.2,lncRNA,chr20,41991140,42063969,+
ENSG00000228959.1,AL049812.3,lncRNA,chr20,42014034,42015478,-
ENSG00000229042.2,AL031656.1,lncRNA,chr20,42685404,42688562,+
ENSG00000227599.1,PTPRT-AS1,lncRNA,chr20,42968743,42971492,+
ENSG00000233508.3,AL021395.1,lncRNA,chr20,43189998,43202599,+
ENSG00000226143.1,Z98752.1,lncRNA,chr20,43549389,43550949,-
ENSG00000282876.1,Z98752.4,lncRNA,chr20,43590009,43590596,-
ENSG00000233277.1,LINC01728,lncRNA,chr20,43894720,43895468,+
ENSG00000287570.1,AL035447.1,lncRNA,chr20,44181111,44182712,+
ENSG00000223891.6,OSER1-DT,lncRNA,chr20,44210907,44226027,+
ENSG00000226812.2,AL117382.1,lncRNA,chr20,44347552,44355185,-
ENSG00000229005.2,HNF4A-AS1,lncRNA,chr20,44372746,44395706,-
ENSG00000233376.1,AL117382.2,lncRNA,chr20,44389624,44391537,-
ENSG00000168746.8,LINC01620,lncRNA,chr20,44436172,44465349,-
ENSG00000283440.1,LINC01260,lncRNA,chr20,44656451,44663498,-
ENSG00000132832.10,AL139352.1,lncRNA,chr20,44656451,44696096,-
ENSG00000244558.6,KCNK15-AS1,lncRNA,chr20,44694892,44746021,-
ENSG00000276223.1,AL118522.1,lncRNA,chr20,44746642,44747201,+
ENSG00000286100.1,AL008725.1,lncRNA,chr20,44864435,44885604,-
ENSG00000227477.1,STK4-AS1,lncRNA,chr20,44963794,44966402,-
ENSG00000275894.1,AL021578.1,lncRNA,chr20,45345115,45345823,-
ENSG00000277022.1,AL031663.3,lncRNA,chr20,45435272,45448325,-
ENSG00000237464.1,AL031663.2,lncRNA,chr20,45487613,45490248,+
ENSG00000271984.1,AL008726.1,lncRNA,chr20,45892694,45893419,-
ENSG00000285796.1,AL162458.1,lncRNA,chr20,45926518,45935055,-
ENSG00000204044.6,SLC12A5-AS1,lncRNA,chr20,46013500,46022073,-
ENSG00000229957.1,AL031687.1,lncRNA,chr20,46168404,46171237,-
ENSG00000273828.2,AL133227.1,lncRNA,chr20,46364551,46397994,+
ENSG00000283757.1,AL031686.1,lncRNA,chr20,46455033,46496731,-
ENSG00000273893.1,AL133520.1,lncRNA,chr20,46681676,46682375,-
ENSG00000271784.1,AL031055.1,lncRNA,chr20,46689659,46690289,+
ENSG00000236028.1,AL354766.2,lncRNA,chr20,46901143,46901726,-
ENSG00000267882.2,AL031666.2,lncRNA,chr20,47318502,47320754,+
ENSG00000273451.1,AL031666.3,lncRNA,chr20,47348137,47349142,-
ENSG00000231119.2,AL031666.1,lncRNA,chr20,47352561,47354633,+
ENSG00000224565.2,LINC01754,lncRNA,chr20,47391925,47412327,-
ENSG00000255438.2,AL354813.1,lncRNA,chr20,47677901,47686297,+
ENSG00000234967.2,AL357558.2,lncRNA,chr20,47950797,47954808,+
ENSG00000228503.1,AL357558.1,lncRNA,chr20,47958022,47958603,+
ENSG00000287443.1,AL357558.3,lncRNA,chr20,47974137,47977584,+
ENSG00000237423.3,LINC01522,lncRNA,chr20,47976739,47990127,-
ENSG00000229522.1,LINC01523,lncRNA,chr20,47983404,47984313,+
ENSG00000286179.1,AL139351.2,lncRNA,chr20,48007875,48022237,-
ENSG00000287335.1,AL139351.3,lncRNA,chr20,48025245,48060271,+
ENSG00000276923.1,AL139351.1,lncRNA,chr20,48073869,48074188,+
ENSG00000287107.1,AL136102.1,lncRNA,chr20,48120269,48136844,+
ENSG00000288083.1,AL121888.2,lncRNA,chr20,48264969,48275392,-
ENSG00000286063.1,AL121888.1,lncRNA,chr20,48324812,48367976,-
ENSG00000235621.9,LINC00494,lncRNA,chr20,48359884,48370636,+
ENSG00000236874.1,AL137078.1,lncRNA,chr20,48383323,48384895,-
ENSG00000274261.2,AL137078.2,lncRNA,chr20,48406777,48410716,+
ENSG00000281365.1,AL049541.1,lncRNA,chr20,48471308,48472414,+
ENSG00000281460.1,AL049541.2,lncRNA,chr20,48476999,48477553,+
ENSG00000286159.1,AL035106.1,lncRNA,chr20,48657073,48659119,+
ENSG00000278231.1,AL133342.1,lncRNA,chr20,48821688,48849458,-
ENSG00000227431.6,CSE1L-AS1,lncRNA,chr20,49040463,49046168,-
ENSG00000177410.13,ZFAS1,lncRNA,chr20,49278178,49299600,+
ENSG00000231265.1,TRERNA1,lncRNA,chr20,50040716,50041504,-
ENSG00000237595.5,LINC01275,lncRNA,chr20,50162765,50166216,-
ENSG00000234698.1,AL161937.1,lncRNA,chr20,50166362,50171742,+
ENSG00000231742.6,LINC01273,lncRNA,chr20,50171809,50176676,+
ENSG00000277449.1,CEBPB-AS1,lncRNA,chr20,50184598,50191498,-
ENSG00000224397.7,PELATON,lncRNA,chr20,50247643,50283250,+
ENSG00000203999.9,LINC01270,lncRNA,chr20,50292709,50315488,+
ENSG00000233077.1,LINC01271,lncRNA,chr20,50310711,50321342,-
ENSG00000232043.1,AL133230.1,lncRNA,chr20,50570975,50578041,-
ENSG00000234693.1,RIPOR3-AS1,lncRNA,chr20,50645471,50662275,+
ENSG00000259456.4,ADNP-AS1,lncRNA,chr20,50930984,50945148,+
ENSG00000232358.1,AL050404.1,lncRNA,chr20,50999370,51010019,+
ENSG00000227964.1,LINC01429,lncRNA,chr20,51831797,51862912,-
ENSG00000287511.1,AL109984.1,lncRNA,chr20,52072685,52096480,+
ENSG00000234948.2,LINC01524,lncRNA,chr20,52192159,52670578,+
ENSG00000225785.1,AL109610.1,lncRNA,chr20,52451464,52455619,-
ENSG00000232465.1,AL049765.1,lncRNA,chr20,52487922,52500591,-
ENSG00000232294.6,AL031674.1,lncRNA,chr20,52671735,52699472,+
ENSG00000286250.1,AL161945.1,lncRNA,chr20,52840936,52843775,-
ENSG00000232286.1,AL121902.1,lncRNA,chr20,52858338,52862855,-
ENSG00000286865.1,AL391097.3,lncRNA,chr20,53137293,53141169,-
ENSG00000223492.1,AL391097.1,lncRNA,chr20,53168643,53179550,-
ENSG00000227705.1,AL391097.2,lncRNA,chr20,53196229,53208705,-
ENSG00000271774.1,AL109930.1,lncRNA,chr20,53255979,53487274,-
ENSG00000231703.2,AL354993.1,lncRNA,chr20,53397661,53412910,-
ENSG00000259723.1,AL354993.2,lncRNA,chr20,53453058,53504314,-
ENSG00000197670.6,AL157838.1,lncRNA,chr20,53552770,53575863,+
ENSG00000235415.1,AC005808.1,lncRNA,chr20,53608354,53634590,+
ENSG00000287886.1,AC005914.1,lncRNA,chr20,53738728,53741797,+
ENSG00000225563.2,AC006076.1,lncRNA,chr20,53799823,53827297,-
ENSG00000236352.1,AC005220.1,lncRNA,chr20,53940160,53942508,+
ENSG00000286587.1,AL133335.2,lncRNA,chr20,54178414,54183129,+
ENSG00000286229.1,AL133335.1,lncRNA,chr20,54232758,54269542,+
ENSG00000235166.8,LINC01440,lncRNA,chr20,55408898,55684915,+
ENSG00000224008.1,LINC01441,lncRNA,chr20,55420336,55427197,-
ENSG00000275923.1,AL160413.1,lncRNA,chr20,55504906,55505215,-
ENSG00000287478.1,AL109829.1,lncRNA,chr20,55607852,55744938,-
ENSG00000286006.2,AL109828.1,lncRNA,chr20,55775176,55781231,+
ENSG00000230843.1,AL139824.1,lncRNA,chr20,56295967,56299160,-
ENSG00000287079.1,AL109806.2,lncRNA,chr20,56550605,56555579,+
ENSG00000225657.2,LINC01716,lncRNA,chr20,56577563,56598621,+
ENSG00000231604.2,AL133232.1,lncRNA,chr20,56730397,56731460,+
ENSG00000231078.1,AL157414.2,lncRNA,chr20,57105741,57107128,+
ENSG00000203266.3,AL157414.1,lncRNA,chr20,57110640,57122745,+
ENSG00000288086.1,AL157414.4,lncRNA,chr20,57116566,57119543,-
ENSG00000235032.1,BMP7-AS1,lncRNA,chr20,57214872,57215866,+
ENSG00000226308.1,AL122058.1,lncRNA,chr20,57266797,57282998,+
ENSG00000218018.3,RBM38-AS1,lncRNA,chr20,57377140,57393062,-
ENSG00000286052.1,AL109955.1,lncRNA,chr20,57442742,57458298,+
ENSG00000227297.1,AL035541.1,lncRNA,chr20,57599695,57601200,-
ENSG00000278709.2,NKILA,lncRNA,chr20,57710156,57712780,+
ENSG00000203971.2,AL354984.1,lncRNA,chr20,57957126,57960176,-
ENSG00000275852.1,LINC01742,lncRNA,chr20,58003904,58004648,+
ENSG00000225708.6,AL354984.2,lncRNA,chr20,58069054,58072070,-
ENSG00000231290.6,APCDD1L-DT,lncRNA,chr20,58515379,58619888,+
ENSG00000254620.1,AL050327.1,lncRNA,chr20,58594417,58603973,+
ENSG00000268941.2,LINC01711,lncRNA,chr20,58634772,58635738,+
ENSG00000254419.1,AL139349.1,lncRNA,chr20,58710795,58711633,+
ENSG00000270279.1,AL132655.3,lncRNA,chr20,58754351,58756838,+
ENSG00000268649.5,AL132655.2,lncRNA,chr20,58817132,58817725,-
ENSG00000235590.7,GNAS-AS1,lncRNA,chr20,58818919,58850903,-
ENSG00000268333.1,AL132655.1,lncRNA,chr20,58833809,58836529,-
ENSG00000225806.8,AL121917.1,lncRNA,chr20,58863528,58888809,-
ENSG00000270951.1,AL121917.2,lncRNA,chr20,58876592,58876981,-
ENSG00000285091.1,AL109840.2,lncRNA,chr20,58916000,58981169,-
ENSG00000225129.1,AL035250.1,lncRNA,chr20,59352195,59357774,-
ENSG00000230352.1,AL035250.2,lncRNA,chr20,59360927,59364773,-
ENSG00000286309.1,AL160410.1,lncRNA,chr20,59395496,59397109,-
ENSG00000287752.1,AL389889.2,lncRNA,chr20,59467755,59469853,-
ENSG00000227282.1,AL389889.1,lncRNA,chr20,59515191,59516039,+
ENSG00000238194.2,PHACTR3-AS1,lncRNA,chr20,59624904,59628295,-
ENSG00000176659.9,C20orf197,lncRNA,chr20,60055853,60072956,+
ENSG00000276093.1,AL132822.1,lncRNA,chr20,60083360,60083872,-
ENSG00000228340.6,MIR646HG,lncRNA,chr20,60087826,60653784,+
ENSG00000276627.3,AL117372.1,lncRNA,chr20,60755001,60767279,+
ENSG00000261035.1,AL139348.1,lncRNA,chr20,60812004,60814211,-
ENSG00000229755.1,AL121910.1,lncRNA,chr20,61077224,61077816,-
ENSG00000229606.2,LINC01718,lncRNA,chr20,61079049,61083750,+
ENSG00000286232.1,AL365229.1,lncRNA,chr20,61267525,61271827,-
ENSG00000276786.1,BX640515.1,lncRNA,chr20,61369879,61370855,+
ENSG00000277270.2,AL160412.1,lncRNA,chr20,61432868,61437630,-
ENSG00000179253.3,AL162457.1,lncRNA,chr20,61717506,61719748,-
ENSG00000225106.1,AL162457.2,lncRNA,chr20,61738219,61755056,-
ENSG00000283078.1,AL137077.2,lncRNA,chr20,62066830,62068437,+
ENSG00000226332.2,AL354836.1,lncRNA,chr20,62305432,62306325,-
ENSG00000228812.7,LAMA5-AS1,lncRNA,chr20,62352995,62356480,+
ENSG00000273619.1,AL121832.2,lncRNA,chr20,62386303,62386970,-
ENSG00000275437.1,AL121832.3,lncRNA,chr20,62402236,62405935,-
ENSG00000233017.3,AL121832.1,lncRNA,chr20,62427827,62447677,+
ENSG00000272050.1,AL499627.2,lncRNA,chr20,62477870,62478594,+
ENSG00000260542.1,AL499627.1,lncRNA,chr20,62513909,62516096,-
ENSG00000174403.16,MIR1-1HG-AS1,lncRNA,chr20,62544343,62551526,-
ENSG00000174407.13,MIR1-1HG,lncRNA,chr20,62550453,62570764,+
ENSG00000264490.3,BX640514.1,lncRNA,chr20,62575590,62577507,+
ENSG00000273812.3,BX640514.2,lncRNA,chr20,62596732,62603355,-
ENSG00000232121.1,AL450469.2,lncRNA,chr20,62633681,62635504,-
ENSG00000229882.1,AL450469.1,lncRNA,chr20,62633772,62635862,+
ENSG00000167046.4,AL357033.1,lncRNA,chr20,62640719,62643304,-
ENSG00000277496.1,AL357033.4,lncRNA,chr20,62648961,62650767,-
ENSG00000276317.1,AL357033.3,lncRNA,chr20,62651272,62652186,-
ENSG00000232803.1,SLCO4A1-AS1,lncRNA,chr20,62663019,62666724,-
ENSG00000237687.2,LINC00686,lncRNA,chr20,62695024,62700480,-
ENSG00000223669.1,AL357033.2,lncRNA,chr20,62732566,62735347,-
ENSG00000228705.2,LINC00659,lncRNA,chr20,62774121,62776996,-
ENSG00000229873.1,OGFR-AS1,lncRNA,chr20,62800627,62805587,-
ENSG00000273759.1,AL117379.1,lncRNA,chr20,62928621,62929297,-
ENSG00000272259.5,LINC01749,lncRNA,chr20,63009383,63085071,+
ENSG00000125514.9,LINC00029,lncRNA,chr20,63034217,63037028,-
ENSG00000237119.1,LINC01056,lncRNA,chr20,63038011,63053863,+
ENSG00000231133.8,HAR1B,lncRNA,chr20,63090806,63102631,-
ENSG00000225978.3,HAR1A,lncRNA,chr20,63102205,63104386,+
ENSG00000287324.1,AL096828.6,lncRNA,chr20,63116218,63117205,+
ENSG00000260416.1,AL096828.2,lncRNA,chr20,63127495,63129459,-
ENSG00000286628.1,AL096828.5,lncRNA,chr20,63144311,63152087,-
ENSG00000231977.1,AL096828.1,lncRNA,chr20,63166797,63180903,-
ENSG00000273821.1,AL096828.3,lncRNA,chr20,63218041,63218502,+
ENSG00000275620.1,FLJ16779,lncRNA,chr20,63253978,63261615,+
ENSG00000203900.2,AL121827.1,lncRNA,chr20,63359988,63371177,+
ENSG00000280936.1,AL353658.1,lncRNA,chr20,63422269,63424555,+
ENSG00000226390.1,KCNQ2-AS1,lncRNA,chr20,63448051,63449329,+
ENSG00000230226.1,AL121829.1,lncRNA,chr20,63502287,63505111,+
ENSG00000275812.1,AL121829.2,lncRNA,chr20,63543411,63543738,+
ENSG00000232442.1,MHENCR,lncRNA,chr20,63627227,63628824,+
ENSG00000274501.1,AL121845.4,lncRNA,chr20,63730072,63730377,-
